sdg,abstract,id,Aurora SDG 1,Aurora SDG 2,Aurora SDG 3,Aurora SDG 4,Aurora SDG 5,Aurora SDG 6,Aurora SDG 7,Aurora SDG 8,Aurora SDG 9,Aurora SDG 10,Aurora SDG 11,Aurora SDG 12,Aurora SDG 13,Aurora SDG 14,Aurora SDG 15,Aurora SDG 16,Aurora SDG 17,sdg_desc_short,sdg_desc_long
7,"Promoting photochemical water oxidation with metallic band structures
The development of economic water oxidation catalysts is a key step toward large-scale water splitting. However, their current exploration remains empirical to a large extent. Elucidating the correlations between electronic properties and catalytic activity is crucial for deriving general and straightforward catalyst design principles. Herein, strongly correlated electronic systems with abundant and easily tunable electronic properties, namely La1–xSrxBO3 perovskites and La2-xSrxBO4 layered perovskites (B = Fe, Co, Ni, or Mn), were employed as model systems to identify favorable electronic structures for water oxidation. We established a direct correlation between the enhancement of catalytic activity and the insulator to metal transition through tuning the electronic properties of the target perovskite families via the La3+/Sr2+ ratio. Their improved photochemical water oxidation performance was clearly linked to the increasingly metallic character. These electronic structure–activity relations provide a promising guideline for constructing efficient water oxidation catalysts.",oai:www.zora.uzh.ch:132895,0.0040083681233227,0.0063353842124342,0.0293363109230995,0.0019133313326165,0.0021708181593567,0.996910274028778,0.0132225230336189,0.0516393482685089,0.6223142147064209,0.0034347006585448,0.034815490245819,0.4953812658786773,0.005234005395323,0.3808466792106628,0.1177901551127433,0.0031983442604541,0.0096089942380785,Affordable and Clean Energy,"Aims to ensure access to affordable, reliable, sustainable, and clean energy for all."
7,"Extended Light Harvesting with Dual Cu2O-Based Photocathodes for High Efficiency Water Splitting
Cu2O is one of the most promising light absorbing materials for solar energy conversion. Previous studies with Cu2O for water splitting usually deliver high photocurrent or high photovoltage, but not both. Here, a Cu2O/Ga2O3/TiO2/RuOx photocathode that benefits from a high quality thermally oxidized Cu2O layer and good band alignment of the Ga2O3 buffer layer is reported, yielding a photocurrent of 6 mA cm−2 at 0 V versus reversible hydrogen electrode (RHE), an onset potential of 0.9 V versus RHE, and 3.5 mA cm−2 at 0.5 V versus RHE. The quantum efficiency spectrum (incident photon to current efficiency, IPCE) reveals a dramatically improved green/red response and a decreased blue response compared with electrodeposited Cu2O films. Light intensity dependence and photocurrent transient studies enable the identification of the limitations in the performance. Due to the complementary IPCE curves of thermally oxidized and electrodeposited Cu2O photocathodes, a dual photocathode is fabricated to maximize the absorption over the entire range of above band gap radiation. Photocurrents of 7 mA cm−2 at 0 V versus RHE are obtained in the dual photocathodes, with an onset potential of 0.9 V versus RHE and a thermodynamically based energy conversion efficiency of 1.9%.",oai:www.zora.uzh.ch:146991,0.0040639066137373,0.0987320765852928,0.0133769996464252,0.0018141149776056,0.0021125809289515,0.9964345693588256,0.995981216430664,0.0162216182798147,0.2709639370441437,0.0035038362257182,0.0237375311553478,0.8847222328186035,0.0046507744118571,0.015304435044527,0.0352148711681366,0.0032309563830494,0.0094363465905189,Affordable and Clean Energy,"Aims to ensure access to affordable, reliable, sustainable, and clean energy for all."
7,"New Earth-abundant Materials for Large-scale Solar Fuels Generation
The solar resource is immense, but the power density of light striking the Earth's surface is relatively dilute, necessitating large area solar conversion devices in order to harvest substantial amounts of power for renewable energy applications. In addition, energy storage is a key challenge for intermittent renewable resources such as solar and wind, which adds significant cost to these energies. As the majority of humanity's present-day energy consumption is based on fuels, an ideal solution is to generate renewable fuels from abundant resources such as sunlight and water. In this account, we detail our recent work towards generating highly efficient and stable Earth-abundant semiconducting materials for solar water splitting to generate renewable hydrogen fuel.",oai:www.zora.uzh.ch:167531,0.0039746477268636,0.047067929059267,0.0126344980672001,0.0019224425777792,0.0021350220777094,0.8426720499992371,0.9809244871139526,0.8138298392295837,0.3543866872787475,0.003678040811792,0.0860391110181808,0.9328849911689758,0.6534916162490845,0.0053709656931459,0.0977111235260963,0.0031210365705192,0.0089835990220308,Affordable and Clean Energy,"Aims to ensure access to affordable, reliable, sustainable, and clean energy for all."
7,"What are You Waiting to Invest? Long-Term Investment in Grid-Connected Residential Solar Energy in California. A Real Options Analysis
The goal of this paper is to assess the optimal choice of a household in California, United States, in terms of their decision if and when to undertake a certain investment in a residential scale, grid connected, solar photo-voltaic system, in order to obtain savings in their monthly expenditures in electricity. This irreversible option is then defined, mainly, by the initial cost of the solar PV system. For this purpose, Real Options Analysis is deployed to assess this investment opportunity for the household. This approach allows determining not only whether the investments should be undertaken or not, but also the optimal timing to do so. Results show it is optimal for a Californian household to invest in a photo-voltaic system, however some delay might be advised depending on the energy production factor of specific areas, and the expected useful life of the equipment. Furthermore, government intervention influencing subsidies and energy prices has a bigger effect in the length such delays and should be avoided whenever possible.",oai:www.zora.uzh.ch:153414,0.0068823136389255,0.0333598740398883,0.0244192164391279,0.0016525647370144,0.0023109456524252,0.0022216241341084,0.9971289038658142,0.1851667910814285,0.7772064805030823,0.0501553900539875,0.3349443674087524,0.724833607673645,0.0242926254868507,0.0061575979925692,0.0053400080651044,0.6986876726150513,0.9653382897377014,Affordable and Clean Energy,"Aims to ensure access to affordable, reliable, sustainable, and clean energy for all."
7,"Adaptive home heating under weather and price uncertainty using GPs and MDPs
We consider the problem of adaptive home heating in the smart grid, assuming that real-time electricity prices are being exposed to end-users with the goal of realizing demand-side management. To lower the burden on the end-users, our goal is the design of a smart thermostat that automatically heats the home, optimally trading o the user’s comfort and cost. This is a challenging problem due to two sources of uncertainty: future weather conditions and future electricity prices. Our main technical contribution is a general technique that uses predictive distributions obtained from Gaussian Process (GP) regressions to compute the state transition probabilities of an MDP, such that the solution to the resulting MDP constitutes a sequentially optimal policy. We apply this general approach to the home-heating problem, where we use the predictive distributions of the GPs for the day-ahead external temperatures and electricity prices. The solution to the home-heating MDP constitutes an optimal heating policy that maximizes the user’s utility given the probability information gathered by the Gaussian process model. Via simulations we show that our MDP-based approach outperforms various benchmarks, especially for cost-sensitive users.",oai:www.zora.uzh.ch:99859,0.0039134477265179,0.031655266880989,0.0040016826242208,0.0016111640725284,0.0023304296191781,0.0027769936714321,0.9984194040298462,0.0131507767364382,0.4531293511390686,0.0316304117441177,0.3404714167118072,0.1728575676679611,0.9201619029045104,0.0050073037855327,0.0051306975074112,0.0031499895267188,0.9009738564491272,Affordable and Clean Energy,"Aims to ensure access to affordable, reliable, sustainable, and clean energy for all."
7,"A Survey on Metrics and Measurement Tools for Sustainable Distributed Cloud Networks
Energy efficiency and emissions awareness are core capabilities for sustainable and lower cost distributed cloud networks. In this context, metrics are fundamental for comparison and management purposes, along with the methods and tools which support such metrics’ capture and analysis. However, prior works on green metrics and tools have presented only a partial view, mainly as a result of the recent advances in green networking technologies. In this survey, we present an extensive study of metrics, methods, and tools to support sustainable operations in distributed cloud networks, with the aim of providing an end-to-end and up-to-date scenario to support current and coming research, as well as to analyze existing gaps.",oai:www.zora.uzh.ch:146806,0.0039208210073411,0.0082129007205367,0.0156603269279003,0.0016365569317713,0.0022326067555695,0.0023816230241209,0.9698317050933838,0.0245811454951763,0.9799111485481262,0.0035351521801203,0.0894363522529602,0.8987727165222168,0.934628963470459,0.0048084766604006,0.8846135139465332,0.0028560110367834,0.8440489172935486,Affordable and Clean Energy,"Aims to ensure access to affordable, reliable, sustainable, and clean energy for all."
8,"Struggling for the moral market: Economic knowledge, diverse markets, and market borders
Focusing on the recent emergence of behavioral and experimental economics and its implications for the design and implementation of social policies, we demonstrate that geographies of marketization are not confined to the narrow study of the models of neoclassical economics. We structure our argument around what we perceive as key dimensions of marketization and their variegated geographies: First, we argue for renewed attention to the naturalization of abstract market knowledge and its methodological separation from real markets in the wake of the behavioral and experimental turn. We then turn to really existing markets, conceptualizing them as articulations of a variety of economic and social rationalities struggling over an apparent “moral market.” Third, we focus on the role of the nonhuman in marketization processes and discuss the work of market devices in making these market arrangements possible. In the fourth and final section we turn to the “human side” of marketization. Our argument is that market struggles connect with the formation of “quasi-subjects” that oscillate between attempts to reestablish autonomy and their dissolution in the disciplining webs of behavioral and experimental market devices. Throughout the text we illustrate our arguments on the so-called social impact bonds as a concrete example for the types of policy intervention informed by economic behaviorism and experimentalism.",oai:www.zora.uzh.ch:161238,0.0036599054001271,0.0075120171532034,0.0251088086515665,0.0364980101585388,0.0036983008030802,0.0016785667976364,0.0020320126786828,0.1194239556789398,0.5166013240814209,0.8590787649154663,0.0256700385361909,0.0045408364385366,0.0378242544829845,0.0023285532370209,0.0060483482666313,0.315208226442337,0.4731633067131042,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
8,"The middle space of migration: a case study on brokerage and recruitment agencies in Nepal
Foreign employment has become a global phenomenon. With the increasing commercialisation and formalisation of transnational labour migration, recruitment agencies and agents have gained importance. The paper aims to contribute to a more differentiated understanding of the role and the practices of the main actors in the middle space of migration, the brokers in the recruitment process for transnational migration. Based on empirical material from Nepal, it argues that the detected negative reputation of labour brokers is only partially justified. Besides common bad practices and fraud cases, recruiters perform important roles for the facilitation of transnational mobility and present the necessary infrastructure for labour migration. They connect people and places, establish networks and can play an important role in making migration safer. Brokers are important facilitators in supporting alternative income strategies and new livelihood options of people. At the same time they are entrepreneurs in a competitive and risky economic field, confronted with multifaceted constraints. As long as the gap between the dreams of potential migrants and the reality of marginality in Nepal remains wide, labour brokers might persist as important middlemen for global work. Thus, migration brokerage is likely to remain big business.",oai:www.zora.uzh.ch:111984,0.9402962923049928,0.0336540453135967,0.012614824809134,0.0041696839034557,0.0044753067195415,0.0060926456935703,0.002387361600995,0.991743266582489,0.9833340048789978,0.994265615940094,0.0917703062295913,0.0039453189820051,0.0037483503110706,0.0022707062307745,0.0080834729596972,0.8881357312202454,0.4664322137832641,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
8,"National contact points and access to remedy under the UNGP - Why two can make a dream so real
In 1976, the Organisation for Economic Co-operation and Development (OECD) adopted the OECD Guidelines for Multinational Enterprises as part of the Declaration on International Investment and Multinational Enterprises. Since then, the Guidelines have been updated five times and today constitute the most comprehensive set of government-backed recommendations on Responsible Business Conduct in existence. In 2016, on the Guidelines' 40th Anniversary, a Roundtable - co-organised by the International Law Association (ILA/ADI), the Société française pour le droit international (SFDI) and the OECD - brought together a wide range of stakeholders to discuss the history and future of the Guidelines. This book contains papers prepared in follow-up to that Roundtable.",oai:www.zora.uzh.ch:151549,0.0038849136326462,0.0897105187177658,0.0082624452188611,0.0197205264121294,0.004864343907684,0.0043451390229165,0.0020409079734236,0.9283060431480408,0.9578426480293274,0.9201459288597108,0.0627129152417182,0.0164385437965393,0.0107853757217526,0.0024987545330077,0.0046517858281731,0.9952201247215272,0.988696813583374,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
8,"Do Immigrants Take or Create Residents’ Jobs? Evidence from Free Movement of Workers in Switzerland
In 2002, Switzerland began to adopt free movement of workers with the European Union. We study the effects of the resulting immigration wave on resident workers. We focus on the level of national skill groups and propose an Instrumental Variable approach to address the endogeneity of immigration in this setting. Mostly relying on administrative data on the 2002–2011 period, we find that immigration of foreign workers reduced unemployment of residents and had limited adverse effects on their wages and employment. One reason is that younger residents changed to more demanding jobs as a response to the arrival of immigrants.",oai:www.zora.uzh.ch:157491,0.0049049747176468,0.0084685944020748,0.0210083462297916,0.5470101237297058,0.1286572068929672,0.0024614012800157,0.002580932341516,0.9916187524795532,0.0453818030655384,0.977534294128418,0.0443120896816253,0.0041414126753807,0.0035353016573935,0.0023438045755028,0.006323660723865,0.7887750864028931,0.196706473827362,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
8,"Interconnectedness as a Source of Uncertainty in Systemic Risk
Financial networks have shown to be important in understanding systemic events in credit markets. In this paper, we investigate how the structure of those networks can affect the capacity of regulators to assess the level of systemic risk. We introduce a model to compute the individual and systemic probability of default in a system of banks connected in a generic network of credit contracts and exposed to external shocks with a generic correlation structure. Even in the presence of complete knowledge, we identify conditions on the network for the emergence of multiple equilibria. Multiple equilibria give rise to uncertainty in the determination of the default probability. We show how this uncertainty can affect the estimation of systemic risk in terms of expected losses. We further quantify the effects of cyclicality, leverage, volatility and correlations. Our results are relevant to the current policy discussions on new regulatory framework to deal with systemic events of distress as well as on the desirable level of regulatory data disclosure.",oai:www.zora.uzh.ch:165439,0.003768325317651,0.0098074087873101,0.0596675425767898,0.0043415944091975,0.0024599945172667,0.0051066577434539,0.0957796350121498,0.9398853182792664,0.8389133214950562,0.8643139004707336,0.0633013546466827,0.0213741678744554,0.1943328976631164,0.0032384758815169,0.0057205371558666,0.7384071946144104,0.9881787896156312,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
8,"Time versus state in insurance: experimental evidence from contract farming in Kenya
The gains from insurance arise from the transfer of income across states. Yet, by requiring that the premium be paid upfront, standard insurance products also transfer income across time. We show that this intertemporal transfer can help explain low insurance demand, especially among the poor, and in a randomized control trial in Kenya we test a crop insurance product which removes it. The product is interlinked with a contract farming scheme: as with other inputs, the buyer of the crop offers the insurance and deducts the premium from farmer revenues at harvest time. The take-up rate for pay-at-harvest insurance is 72 percent, compared to 5 percent for the standard pay-up-front contract, and the difference is largest among poorer farmers. Additional experiments and outcomes provide evidence on the role of liquidity constraints, present bias, and counterparty risk, and find that enabling farmers to commit to pay the premium just one month later increases demand by 21 percentage points.",oai:www.zora.uzh.ch:159985,0.9945559501647948,0.9478896260261536,0.3698008060455322,0.0021366460714489,0.0021917847916483,0.0037158066406846,0.0027370085008442,0.9904906749725342,0.47874915599823,0.6419726610183716,0.0282962117344141,0.193197026848793,0.0094521921128034,0.0024955642875283,0.0256076622754335,0.0028330360073596,0.7087327837944031,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
8,"When work disappears: manufacturing decline and the falling marriage-market value of men
The structure of marriage and child-rearing in U.S. households has undergone two marked shifts in the last three decades: a steep decline in the prevalence of marriage among young adults, and a sharp rise in the fraction of children born to unmarried mothers or living in single-headed households. A potential contributor to both phenomena is the declining labor-market opportunities faced by males, which make them less valuable as marital partners. We exploit large scale, plausibly exogenous labor-demand shocks stemming from rising international manufacturing competition to test how shifts in the supply of young ‘marriageable’ males affect marriage, fertility and children's living circumstances. Trade shocks to manufacturing industries have differentially negative impacts on the labor market prospects of men and degrade their marriage-market value along multiple dimensions: diminishing their relative earnings—particularly at the lower segment of the distribution—reducing their physical availability in trade-impacted labor markets, and increasing their participation in risky and damaging behaviors. As predicted by a simple model of marital decision-making under uncertainty, we document that adverse shocks to the supply of `marriageable' men reduce the prevalence of marriage and lower fertility but raise the fraction of children born to young and unwed mothers and living in in poor single-parent households. The falling marriage-market value of young men appears to be a quantitatively important contributor to the rising rate of out-of-wedlock childbearing and single-headed childrearing in the United States.",oai:www.zora.uzh.ch:138938,0.9947102069854736,0.4189854860305786,0.8738435506820679,0.0275282487273216,0.9856077432632446,0.0032442794181406,0.0021854306105524,0.9914507269859314,0.896533191204071,0.7562195658683777,0.0317146778106689,0.0047534289769828,0.0039878687821328,0.0033390182070434,0.0079657584428787,0.9162718653678894,0.8568623065948486,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
8,"Sovereign debt sustainability in advanced economies
We develop a measure of maximum sustainable government debt for advanced economies. How much investors are willing to lend to a country's government depends on how high a primary surplus they expect that government to generate, how fast they expect the country to grow, how volatile they expect that growth to be, and how much debt they expect the government will be able to raise in the future for the purpose of servicing the debt it seeks to raise today. This last observation points to the presence of a borrowing multiplier, which raises a country's borrowing well above what it would be, absent the ability to service maturing debt out of new debt's proceeds. Present debt is sustainable when implied future debt remains bounded. A country's probability of default displays a marked asymmetry around that country's maximum sustainable debt (MSD): it increases slowly below and rapidly above. We calibrate our measure for 23 OECD countries: Korea has the highest MSD at 281% of GDP and Greece the lowest at 89%. The probabilities of default at MSD are very low, from Norway's 0.27% to Korea's 0.81%. Most countries' actual debt-to-GDP ratios in 2010 are below MSD; some countries are above; these are generally the countries that have received some form of financial support in the wake of the financial crisis.",oai:www.zora.uzh.ch:111097,0.0323688574135303,0.031496275216341,0.0051585929468274,0.0042790211737155,0.0023585753515362,0.0022405034396797,0.0019688678439706,0.9914074540138244,0.7600562572479248,0.2710151374340057,0.039112951606512,0.5354800224304199,0.0175455883145332,0.0025494932197034,0.8962361216545105,0.0921940058469772,0.9886793494224548,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
8,"The rise of the machines: automation, horizontal Innovation, and income Inequality
We build an endogenous growth model with automation (the replacement of low-skill workers with machines) and horizontal innovation (the creation of new products). Over time, the share of automation innovations endogenously increases through an increase in low-skill wages, leading to an increase in the skill premium and a decline in the labor share. We calibrate the model to the US economy and show that it quantitatively replicates the paths of the skill premium, the labor share, and labor productivity. Our model offers a new perspective on recent trends in the income distribution by showing that they can be explained endogenously.",oai:www.zora.uzh.ch:228780,0.9937408566474916,0.0134033374488353,0.0185722485184669,0.621182918548584,0.0034211995080113,0.0018706341506913,0.002163709141314,0.9920290112495422,0.9834082126617432,0.956335186958313,0.0341373309493064,0.1107051447033882,0.0039537786506116,0.0023405333049595,0.0063097826205194,0.0029844332020729,0.0307461190968751,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
8,"Disappearing routine jobs: Who, how, and why?
We study the deterioration of employment in middle-wage, routine occupations in the United States in the last 35 years. The decline is primarily driven by changes in the propen- sity to work in routine jobs for individuals from a small set of demographic groups. These same groups account for a substantial fraction of both the increase in non-employment and employment in low-wage, non-routine manual occupations observed during the same period. We analyze a general neoclassical model of the labor market featuring endogenous participation and occupation choice. In response to an increase in automation technology, the framework embodies a tradeoffbetween reallocating employment across occupations and reallocation of workers towards non-employment. Quantitatively, we find that this standard model accounts for a relatively small portion of the joint decline in routine em- ployment and associated rise in non-routine manual employment and non-employment.",oai:www.zora.uzh.ch:145755,0.34525066614151,0.0095189874991774,0.0089775174856185,0.0219863858073949,0.032030813395977,0.0020930236205458,0.0023646722547709,0.9919843077659608,0.8057776093482971,0.8574256896972656,0.0284100547432899,0.0041585355065763,0.0037059728056192,0.0021560059394687,0.0054240459576249,0.0104699563235044,0.1036900505423545,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
8,"High-skilled immigration, STEM employment, and non-routine-biased technical change
We study the role of foreign-born workers in the growth of employment in STEM occupations since 1980. Given the importance of employment in these fields for research and innovation, we consider their role in a model featuring endogenous non-routine-biased technical change. We use this model to quantify the impact of high-skilled immigration, and the increasing tendency of such immigrants to work in innovation, on the pace of non-routine-biased technical change, the polarization of employment opportunities, and the evolution of wage inequality since 1980.",oai:www.zora.uzh.ch:145764,0.7690564393997192,0.0152594791725277,0.0095463152974843,0.5993058085441589,0.0603210069239139,0.0022733535151928,0.0021314723417162,0.9917550086975098,0.9751140475273132,0.9922589659690856,0.0458968020975589,0.0038772046100348,0.0038136751390993,0.0023054869379848,0.0074410652741789,0.4254677891731262,0.1608795225620269,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
8,"Worker-level and Firm-level Effects of a Wage Subsidy Program for Highly Educated Labor: Evidence from Denmark
We study the effects of a Danish wage subsidy program for highly educated workers on the performance of the persons and firms participating in the program. Using data on the population of program participants, both workers and firms, we find that the program had positive effects on employment and annual earnings during program participation while there are no positive effects for the years after program expiration. At the employer-level, we find statistically significant effects on the number of highly educated employees for both the period of program participation and the subsequent time period. For the total number of employees we only find positive effects during program participation while there are no statistically significant effects for value added, net income, return on assets, wages per employee and labor productivity.",oai:www.zora.uzh.ch:129557,0.9571431279182434,0.0105951037257909,0.0283869840204715,0.5241795182228088,0.1861787289381027,0.0018976659048348,0.0022399129811674,0.9919697642326356,0.5759901404380798,0.6480741500854492,0.0312532782554626,0.0042483150027692,0.0035059528890997,0.0023824900854378,0.0061980048194527,0.4575372040271759,0.8143553137779236,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
8,"A global view of productivity growth in China
How does a country's productivity growth affect worldwide real incomes through international trade? In this paper, we take this classic question to the data by measuring the spillover effects of China's productivity growth. Using a quantitative trade model, we first estimate China's productivity growth between 1995 and 2007 and then isolate what would have happened to real incomes around the world if only China's productivity had changed. We find that the spillover effects are small for all countries in our sample, ranging from a cumulative real income loss of at most −0.2% to a cumulative real income gain of at most 0.2%.",oai:www.zora.uzh.ch:136051,0.9874160885810852,0.0202585291117429,0.0109514854848384,0.0046216296032071,0.0021706479601562,0.0044431937858462,0.0019514700397849,0.9917898178100586,0.9060468673706056,0.96077960729599,0.0442991033196449,0.2381840050220489,0.0036058020778,0.0024327880237251,0.0051075248047709,0.0028658339288085,0.9613791704177856,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
8,"New technology and job destruction: when does social unrest become inevitable?
If technology-induced job losses are rapid, and affect a large part of the workforce, the risk of unrest can quickly become serious",oai:www.zora.uzh.ch:152874,0.8381603360176086,0.0511952117085456,0.0170992091298103,0.0034757752437144,0.0095007335767149,0.0022990971338003,0.1096603274345398,0.9921884536743164,0.9662100076675416,0.828485906124115,0.3931223452091217,0.0426773764193058,0.7321937680244446,0.0025003547780215,0.0061363065615296,0.6088429093360901,0.0222044643014669,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
8,"Fear, folly, and financial crises: some policy lessons from history
Since the world financial crisis of 2007 / 2008, it has become clear that financial crises and the major economic downturns they cause happen neither just in distant countries nor in the distant past. They are part of the economic realities of developed countries in the present. In the second Public Paper, the author presents the latest academic insights into the history of financial crises. What can we learn from the past when it comes to defining strategies and policies for dealing with financial crises? Why is the optimal number of financial crises not zero? You will receive the answers to these and related questions from Prof. Joachim Voth, a leading specialist in financial and economic history.",oai:www.zora.uzh.ch:100312,0.0973160788416862,0.0109982797876,0.0157644990831613,0.2849470376968384,0.0039573577232658,0.0019944289233535,0.0030063232406973,0.8970127701759338,0.8550319075584412,0.710248589515686,0.3230069279670715,0.0039321915246546,0.1113679483532905,0.0025222229305654,0.0050912434235215,0.6261256337165833,0.9852361679077148,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
8,"Unemployment and happiness
Successful policies for helping the unemployed need to confront the adverse effects of unemployment on feelings of life satisfaction.",oai:www.zora.uzh.ch:99708,0.974302053451538,0.2166112810373306,0.2987575531005859,0.0789728835225105,0.3561336398124695,0.0031766153406351,0.0019053602591156,0.9912210702896118,0.2196758240461349,0.9772476553916932,0.0394189395010471,0.6731451749801636,0.0920210257172584,0.0033339094370603,0.0062012686394155,0.0306649077683687,0.2848832905292511,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
8,"Marginal jobs and job surplus: a test of the efficiency of separations
We present a sharp test for the efficiency of job separations. First, we document a dramatic increase in the separation rate – 11.2ppt (28%) over five years – in response to a quasi-experimental extension of UI benefit duration for older workers. Second, after the abolition of the policy, the ""job survivors"" in the formerly treated group exhibit exactly the same separation behavior as the control group. Juxtaposed, these facts reject the ""Coasean"" prediction of efficient separations, whereby the UI extensions should have extracted marginal (low-surplus) jobs and thereby rendered the remaining (high-surplus) jobs more resilient after its abolition. Third, we show that a formal model of predicted efficient separations implies a piece-wise linear function of the actual control group separations beyond the missing mass of marginal matches. A structural estimation reveals point estimates of the share of efficient separations below 4%, with confidence intervals rejecting shares above 13%. Fourth, to characterize the marginal jobs in the data, we extend complier analysis to difference-in-difference settings such as ours. The UI-indiced separators stemmed from declining firms, blue-collar jobs, with a high share of sick older workers, and firms more likely to have works councils – while their wages were similar to program survivors. The evidence is consistent with a ""non-Coasean"" framework building on wage frictions preventing efficient bargaining, and with formal or informal institutional constraints on selective separations.",oai:www.zora.uzh.ch:162794,0.0037779822014272,0.0118828192353248,0.0050823339261114,0.0019640435930341,0.0605641305446624,0.0019053203286603,0.0024218754842877,0.9918377995491028,0.8414260745048523,0.9839774966239928,0.5633135437965393,0.0038547446019947,0.0038638201076537,0.0028517462778836,0.006366791203618,0.8153436779975891,0.0827408507466316,Decent Work and Economic Growth,"Aims to promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all."
9,"Studying the internet and violent conflict
The role of the Internet in contemporary violent conflicts is receiving increasing scholarly attention. In this article, I review some of the pioneering studies that investigate how the emergence and penetration of modern communication technology across the world influences violent conflicts. Building on these important findings, I propose four entry points for future research. First, research on the link between the Internet and violent conflict needs to account for the profound changes the Internet has undergone in past decades, as well as the extent to which its nature is becoming increasingly endogenous to local contexts. Second, little is currently known about the effects of communication technology in violent conflict that move beyond initial mobilization. Third, architectural and algorithmic designs of social media platforms heavily influence the possibilities and constraints of human interactions on the Internet, but to date remain understudied. Fourth, further studies are needed to understand how the Internet has changed how violent conflict is communicated and portrayed both online and offline.",oai:www.zora.uzh.ch:144618,0.003924642689526,0.0080075459554791,0.025567203760147,0.3031224608421325,0.0060801701620221,0.0017069734167307,0.0027085696347057,0.0549496300518512,0.8725622892379761,0.1460882872343063,0.9332192540168762,0.0038566419389098,0.0035347924567759,0.0024271553847938,0.0121692242100834,0.9954749941825868,0.172504723072052,"Industry, Innovation and Infrastructure","Aims to build resilient infrastructure, promote inclusive and sustainable industrialization, and foster innovation."
9,"A review of Internet use among older adults
As the world population ages and older adults comprise a growing proportion of current and potential Internet users, understanding the state of Internet use among older adults as well as the ways their use has evolved may clarify how best to support digital media use within this population. This article synthesizes the quantitative literature on Internet use among older adults, including trends in access, skills, and types of use, while exploring social inequalities in relation to each domain. We also review work on the relationship between health and Internet use, particularly relevant for older adults. We close with specific recommendations for future work, including a call for studies better representing the diversity of older adulthood and greater standardization of question design.",oai:www.zora.uzh.ch:168013,0.6419932246208191,0.0127148171886801,0.5381098985671997,0.9989508390426636,0.040083073079586,0.0030015264637768,0.0022637965157628,0.1852557808160781,0.2462692111730575,0.993361473083496,0.0543770976364612,0.0047342251054942,0.0044052503071725,0.0024381645489484,0.009459177032113,0.002979242010042,0.429203987121582,"Industry, Innovation and Infrastructure","Aims to build resilient infrastructure, promote inclusive and sustainable industrialization, and foster innovation."
9,"The future of online content personalisation: Technology, law and digital freedoms
As online information is increasingly tailored, or “personalised”, to the user, it has been praised by some as a pragmatic response to information overload, while criticised by others as creating an echo chamber that threatens deliberative democracy. The unsettling question is whether the latest wave of innovation in online content personalisation technologies has shifted decision-making power from humans to computers. The paper argues that a thorough understanding of personalisation technologies is necessary to critically evaluate their normative effect and impact on social values. It reflects on the differences between regulation by code and regulation by law, exploring how code affects individual and social autonomies, and considering whether meta-rules regulating code are appropriate. The aim of this paper is to detail the constitutive features of the digital world and elucidate how these create norms that regulate the Internet.",oai:www.zora.uzh.ch:126429,0.0037846211344003,0.1743446141481399,0.0249104816466569,0.2856619358062744,0.0028750775381922,0.0019054959993809,0.0029479600489139,0.0426879376173019,0.9778326153755188,0.9650139808654784,0.0336672626435756,0.0115054743364453,0.00346195907332,0.0050476142205297,0.0125520043075084,0.9945964217185974,0.1072097197175026,"Industry, Innovation and Infrastructure","Aims to build resilient infrastructure, promote inclusive and sustainable industrialization, and foster innovation."
